pickup_longitude,pickup_latitude
-73.972657999999996,40.743543000000003
-73.994583000000006,40.750543
-73.986737000000005,40.761195000000001
-73.990823000000006,40.742068000000003
-74.006310999999997,40.741404000000003
-73.981782999999993,40.767862999999998
-73.947922000000005,40.771296999999997
-73.994590000000002,40.738087999999998
-73.986711999999997,40.756272000000003
-73.983834999999999,40.743592
-73.986829999999998,40.734366999999999
-73.933873000000006,40.702778000000002
-73.972575000000006,40.785643
-73.974581999999998,40.790937999999997
-73.999692999999994,40.759027000000003
-73.977630000000005,40.762335
-73.982230000000001,40.774822
-73.969876999999997,40.754891999999998
-73.993134999999995,40.752899999999997
-73.977744999999999,40.746093000000002
-73.982472999999999,40.765597
-73.989559999999997,40.752482999999998
-73.981934999999993,40.73227
-73.776662000000002,40.645277
-73.969582000000003,40.757067999999997
-73.97878,40.777318000000001
-73.995063999999999,40.734126000000003
-73.978952000000007,40.740496999999998
0,0
-73.990728000000004,40.724539999999998
-73.976713000000004,40.747456999999997
-73.988662000000005,40.748617000000003
-74.001564999999999,40.739435
-73.998942,40.722732000000001
-73.965181999999999,40.759281999999999
-73.951718,40.769658
-73.998940000000005,40.761107000000003
-73.997032000000004,40.745797000000003
-74.005778000000007,40.740217000000001
-73.983052000000001,40.754171999999997
-74.006454000000005,40.732826000000003
-73.975279999999998,40.732999999999997
-73.987556999999995,40.728627000000003
-74.002011999999993,40.735061999999999
-73.872563,40.774228000000001
-73.995486,40.749426
-73.979311999999993,40.763907000000003
-74.002161999999998,40.72822
-73.991995000000003,40.726121999999997
-73.980339999999998,40.742772000000002
-74.010228999999995,40.720706999999997
-73.981548000000004,40.724606999999999
-73.959850000000003,40.769447
0,0
-73.986683999999997,40.760879000000003
-73.993352999999999,40.727527000000002
-73.959036999999995,40.768047000000003
-73.969819999999999,40.765529000000001
-73.952631999999994,40.810899999999997
-73.958845999999994,40.780659
-73.973354999999998,40.784750000000003
-73.949928,40.780402000000002
-73.995521999999994,40.724963000000002
-73.999416999999994,40.733719999999998
-73.994202000000001,40.746091999999997
-73.976827,40.755980000000001
-74.013665000000003,40.706071000000001
-73.968734999999995,40.791007
-73.981110000000001,40.764916999999997
-73.966577999999998,40.757627999999997
-73.961226999999994,40.756368000000002
-73.987588000000002,40.719732999999998
-73.971862000000002,40.760576999999998
-74.008246,40.705528999999999
-73.975318999999999,40.741149
-73.970905999999999,40.749434999999998
-73.974000000000004,40.747525000000003
-73.957130000000006,40.774374999999999
-73.976546999999997,40.752479999999998
-73.969423000000006,40.757617000000003
-73.987689000000003,40.721390999999997
-73.985190000000003,40.768638000000003
-73.999422999999993,40.728172999999998
-73.995375999999993,40.760015000000003
-73.992686000000006,40.730410999999997
-73.988523000000001,40.738753000000003
-73.988782,40.731358
-73.988652999999999,40.737938999999997
-73.962158000000002,40.768161999999997
-73.982895999999997,40.766840999999999
-73.965108000000001,40.773046999999998
-73.984151999999995,40.737524000000001
-73.971771000000004,40.765337000000002
-73.975992000000005,40.751365
-73.961813000000006,40.779786000000001
-74.002696999999998,40.733877999999997
-73.947805000000002,40.771296999999997
-73.959408999999994,40.774340000000002
-73.991307000000006,40.770496999999999
-73.997321999999997,40.683987000000002
-73.970314999999999,40.756250000000001
-73.954362000000003,40.781396999999998
-73.971261999999996,40.745944999999999
-73.988612000000003,40.738607000000002
-73.865488999999997,40.771369
-73.989266999999998,40.758029999999998
-73.969842999999997,40.784824999999998
-74.002864000000002,40.728326000000003
-74.005082000000002,40.740777000000001
-73.995805000000004,40.723112
-73.987082000000001,40.739235000000001
-73.986279999999994,40.767356999999997
-73.969527999999997,40.800199999999997
-73.991799999999998,40.724044999999997
-73.991601000000003,40.726502000000004
-73.984539999999996,40.736896999999999
-73.998281000000006,40.722779000000003
-73.969182000000004,40.761167
-73.974052999999998,40.784171000000001
-74.011844999999994,40.713816999999999
-73.978177000000002,40.729194999999997
-73.998042999999996,40.717053
-73.950513000000001,40.771251999999997
-73.986225000000005,40.734735000000001
-73.990047000000004,40.729227999999999
-74.014807000000005,40.717112
0,0
-73.937522000000001,40.701822999999997
-73.976224999999999,40.757691999999999
-74.004215000000002,40.721850000000003
-73.988714999999999,40.753548000000002
-73.977441999999996,40.784309999999998
-73.966694000000004,40.757344000000003
-73.968019999999996,40.762500000000003
-73.998305000000002,40.754255000000001
-73.962783999999999,40.745595000000002
-73.978885000000005,40.764150000000001
-73.960745000000003,40.765723000000001
-73.952843000000001,40.780754999999999
-73.99109,40.743921999999998
-73.963187000000005,40.798909999999999
-73.980483000000007,40.753706999999999
-73.973197999999996,40.764437000000001
-73.972442999999998,40.761425000000003
-73.998608000000004,40.723052000000003
-74.002296999999999,40.739657999999999
-73.975336999999996,40.758674999999997
-73.794088000000002,40.644753999999999
-73.966145999999995,40.765079
-74.010435000000001,40.730057000000002
-73.985332999999997,40.727494999999998
-73.947233999999995,40.771644999999999
-73.997547999999995,40.756689000000001
0,0
-74.008408000000003,40.706100999999997
-74.010013000000001,40.711447999999997
-73.992800000000003,40.735657000000003
-73.954362000000003,40.784222
-73.985654999999994,40.744045999999997
-73.972202999999993,40.765335999999998
-73.982377999999997,40.739964999999998
-73.979169999999996,40.744348000000002
-73.966956999999994,40.766868000000002
-73.987014000000002,40.733002999999997
-74.007626999999999,40.727584999999998
-73.949691999999999,40.678817000000002
-73.975274999999996,40.787720999999998
-73.974025999999995,40.754627999999997
-73.964578000000003,40.756144999999997
-73.960063000000005,40.779037000000002
-73.993700000000004,40.731164999999997
-74.002725999999996,40.749583000000001
-73.952378999999993,40.783876999999997
-73.957419999999999,40.777062000000001
-73.988842000000005,40.763627
-73.970940999999996,40.751190000000001
-73.989237000000003,40.730291999999999
-74.001689999999996,40.739460999999999
-73.978485000000006,40.783031999999999
-73.954402000000002,40.685862
-73.982675,40.764862000000001
-73.962627999999995,40.770547999999998
-73.995518000000004,40.754461999999997
-73.998829999999998,40.680974999999997
-73.978885000000005,40.724167000000001
-74.004113000000004,40.717077000000003
-73.951047000000003,40.727635999999997
-73.979830000000007,40.739488000000001
-73.953755000000001,40.778970000000001
-73.967938000000004,40.751249999999999
-74.008412000000007,40.745815
-73.978249000000005,40.777535
-73.965613000000005,40.772148999999999
-74.013696999999993,40.715279000000002
-73.953284999999994,40.767296999999999
-73.998447999999996,40.720705000000002
-73.991968,40.737969
0,0
-73.982117000000002,40.768197000000001
-73.976004000000003,40.755310999999999
-73.979117000000002,40.744435000000003
-73.970140000000001,40.764470000000003
-73.776662000000002,40.645313000000002
-73.973123999999999,40.757457000000002
-73.993905999999996,40.732588999999997
-73.984148000000005,40.737856999999998
-73.970365000000001,40.752392
-73.999836999999999,40.718212000000001
-73.983890000000002,40.755657999999997
-73.988547999999994,40.723292000000001
-73.970115000000007,40.759374999999999
-73.995715000000004,40.726660000000003
-73.961240000000004,40.768791999999998
-74.006393000000003,40.722101000000002
-73.992206999999993,40.750779999999999
-73.976969999999994,40.756743
-73.980558000000002,40.734032999999997
-73.973729000000006,40.747849000000002
-73.972944999999996,40.752876999999998
-73.954684999999998,40.777886000000002
-74.007435000000001,40.717624999999998
-73.972566999999998,40.749747999999997
-73.947027000000006,40.776158000000002
-73.964527000000004,40.773035
-73.991562000000002,40.749808000000002
-73.997157999999999,40.742243000000002
-73.969103000000004,40.764245000000003
-73.967934999999997,40.762749999999997
-73.991251000000005,40.723748000000001
-73.980130000000003,40.768597999999997
-74.003249999999994,40.748887000000003
-73.964337999999998,40.773687000000002
-73.960013000000004,40.762318
-73.966341,40.806927000000002
-73.997735000000006,40.740907
-73.989441999999997,40.776674999999997
-73.957813000000002,40.779218999999998
-73.975480000000005,40.749490999999999
-74.006563,40.733089
-73.994232999999994,40.719512000000002
-73.962630000000004,40.772592000000003
-73.970532000000006,40.762098999999999
-73.987645000000001,40.732579999999999
-73.970680000000002,40.755830000000003
0,0
-73.996922999999995,40.747422999999998
-73.993618999999995,40.761777000000002
-73.975671000000006,40.763835999999998
-73.975149000000002,40.746004999999997
-73.958179999999999,40.773001999999998
-73.971902,40.754536999999999
-73.999717000000004,40.739446999999998
-73.971316999999999,40.762734999999999
-73.951533999999995,40.713973000000003
-73.917410000000004,40.746560000000002
-73.989284999999995,40.740845
-73.983705,40.721645000000002
-73.952269000000001,40.749580999999999
-73.971523000000005,40.786276999999998
-73.98236,40.768374999999999
-73.988890999999995,40.753715999999997
-73.981170000000006,40.779384999999998
-73.980244999999996,40.742621999999997
-73.973437000000004,40.763885000000002
-74.001751999999996,40.717213000000001
-73.945837999999995,40.777847000000001
-73.973241999999999,40.758653000000002
-73.977939000000006,40.753478999999999
-74.001587000000001,40.741007000000003
-73.975037999999998,40.680641999999999
-73.987627000000003,40.732975000000003
-74.015180000000001,40.707901
-73.956557000000004,40.716872000000002
0,0
-73.988810000000001,40.726992000000003
-73.983504999999994,40.73086
-73.983373,40.74389
-73.984421999999995,40.764110000000002
-73.983301999999995,40.741370000000003
-73.985934999999998,40.730652999999997
-73.991242,40.719123000000003
-73.976878999999997,40.774948999999999
-74.009749999999997,40.712580000000003
-74.005257999999998,40.715217000000003
-73.981133,40.747855000000001
-73.987894999999995,40.764752000000001
-73.982564999999994,40.766469999999998
-73.998655999999997,40.745389000000003
-73.992814999999993,40.748837000000002
-73.951134999999994,40.770428000000003
-73.972731999999993,40.755972
-73.964723000000006,40.760246000000002
-73.986948999999996,40.745403000000003
-73.972324999999998,40.762298999999999
-73.951192000000006,40.785375000000002
-73.987056999999993,40.732900999999998
-73.955991999999995,40.772461999999997
-73.982777999999996,40.762312999999999
-73.992613000000006,40.753768000000001
-73.957370999999995,40.782587999999997
-73.944947999999997,40.77899
-74.004688999999999,40.72383
-73.991952999999995,40.746313000000001
-74.006643999999994,40.743971999999999
-74.007836999999995,40.714953000000001
-73.993922999999995,40.741300000000003
-73.996814999999998,40.752569999999999
-73.989935000000003,40.767319000000001
-73.961447000000007,40.760373000000001
-73.993037000000001,40.727905
-73.973791000000006,40.763041999999999
-73.958376999999999,40.800837000000001
-73.954824000000002,40.788348999999997
-73.983113000000003,40.754874999999998
-73.991731999999999,40.759886999999999
-73.787057000000004,40.641137000000001
-73.978279000000001,40.745552000000004
-74.002634,40.734012999999997
-74.007853999999995,40.705435999999999
-73.961682999999994,40.768475000000002
-73.984206999999998,40.729312
-73.949777999999995,40.780504999999998
-74.002099999999999,40.729807000000001
-73.982027000000002,40.768393000000003
-74.001164000000003,40.717764000000003
-73.987080000000006,40.729550000000003
-73.954462000000007,40.784416999999998
-73.982416999999998,40.763703999999997
-73.777237,40.646496999999997
-73.992001999999999,40.725687000000001
-73.973590999999999,40.685989999999997
-73.982176999999993,40.763120999999998
-73.987880000000004,40.719912999999998
-73.985602,40.721896999999998
-73.987971999999999,40.728206999999998
-73.996279000000001,40.747157000000001
-73.988483000000002,40.764270000000003
-73.983058999999997,40.781624000000001
-73.965237999999999,40.806457000000002
-73.982493000000005,40.760128000000002
-73.995412999999999,40.730930000000001
-73.979732999999996,40.743011000000003
-73.783441999999994,40.648547000000001
-73.957684999999998,40.769860000000001
-73.960391999999999,40.766176999999999
-73.862931000000003,40.769660999999999
-73.96593,40.754292
-74.007727000000003,40.740532000000002
-73.952178000000004,40.778010000000002
-73.971933000000007,40.781925000000001
-73.994241000000002,40.724837000000001
-73.980748000000006,40.741922000000002
-73.995576999999997,40.744304999999997
-74.007654000000002,40.740665999999997
-73.973347000000004,40.787019999999998
-73.984823000000006,40.750093999999997
-74.002781999999996,40.760536000000002
-73.975489999999994,40.757976999999997
-73.985112999999998,40.722754999999999
-73.983574000000004,40.749287000000002
-73.963521999999998,40.808745000000002
-73.968950000000007,40.764307000000002
-73.985622000000006,40.735501999999997
-73.990395000000007,40.734676999999998
-73.998688999999999,40.755096999999999
-73.986457000000001,40.777278000000003
-73.999686999999994,40.724476000000003
-73.987337999999994,40.729061999999999
-73.996480000000005,40.737988000000001
-73.989277000000001,40.744044000000002
-73.989684999999994,40.776302999999999
-73.999295000000004,40.73921
-73.997325000000004,40.741573000000002
-73.993153000000007,40.727874999999997
-73.971857,40.676543000000002
-73.985377,40.741501999999997
-73.979956000000001,40.783651999999996
-73.955798999999999,40.768200999999998
-73.950292000000005,40.786751000000002
-73.998966999999993,40.734202000000003
-73.996557999999993,40.732337999999999
-73.980355000000003,40.761792
-73.948773000000003,40.744974999999997
-73.984949999999998,40.761702
-73.960569000000007,40.765788999999998
-74.028998000000001,40.753695
-73.972492000000003,40.794153000000001
-73.988523000000001,40.727240000000002
-74.009157000000002,40.715401999999997
-73.997882000000004,40.745021999999999
-73.993848,40.737093000000002
-74.000884999999997,40.720962
-73.991427999999999,40.743960999999999
-73.948065,40.772284999999997
-73.973032000000003,40.795520000000003
-73.992592000000002,40.723861999999997
-73.981984999999995,40.754477999999999
-73.996881000000002,40.737146000000003
-73.977874999999997,40.719625000000001
-73.968266,40.755676000000001
-73.989439000000004,40.753661999999998
-73.9893,40.716821000000003
-73.965750999999997,40.805706000000001
-73.977845000000002,40.751469999999998
-73.985872000000001,40.735492000000001
-73.972971999999999,40.759520000000002
-73.988838000000001,40.736420000000003
-73.992789000000002,40.756397
-73.983797999999993,40.773862000000001
-73.963932999999997,40.756832000000003
-73.865711000000005,40.771068999999997
-73.976643999999993,40.745187999999999
-73.991411999999997,40.749918999999998
-73.988821999999999,40.727167000000001
-73.978313999999997,40.762070000000001
-74.006039999999999,40.717212000000004
-73.998542,40.719774999999998
-73.967707000000004,40.768554999999999
-73.972836999999998,40.67783
-73.944469999999995,40.779327000000002
-73.982422,40.748688000000001
-73.992073000000005,40.725855000000003
-74.000726999999998,40.717092000000001
-73.973882000000003,40.752001999999997
-73.955448000000004,40.780403
-73.996588000000003,40.732166999999997
-73.976793000000001,40.750504999999997
-73.941175000000001,40.790107999999996
-73.977762999999996,40.757331999999998
-73.990333000000007,40.745567999999999
-73.982597999999996,40.723436999999997
-73.939812000000003,40.794396999999996
-73.978583999999998,40.762157000000002
-74.006024999999994,40.735771
-73.991967000000002,40.738306999999999
-73.980130000000003,40.754224999999998
-73.980678999999995,40.763134000000001
-73.982669999999999,40.739432999999998
-73.985874999999993,40.726894999999999
-73.991038000000003,40.751033999999997
-73.972953000000004,40.759996999999998
-73.981424000000004,40.741250000000001
-73.982235000000003,40.772936000000001
-74.014960000000002,40.716451999999997
-73.949301000000006,40.780673999999998
-73.958727999999994,40.775761000000003
-73.97636,40.75414
-73.952482000000003,40.768766999999997
-73.987252999999995,40.738906999999998
-74.007555999999994,40.740909000000002
-73.973380000000006,40.759087000000001
-73.991787000000002,40.755491999999997
-73.946871999999999,40.744819999999997
-73.972161999999997,40.754035000000002
-73.976470000000006,40.747889999999998
-73.940049999999999,40.820467000000001
-73.988725000000002,40.748531999999997
-73.996656999999999,40.752782000000003
-73.960201999999995,40.781905000000002
-73.962029000000001,40.779336000000001
-74.003833,40.753011000000001
-73.990656999999999,40.745815
-73.952866,40.766502000000003
-73.970332999999997,40.764747
-73.993999000000002,40.756639999999997
-74.007824999999997,40.742061
-73.974045000000004,40.758437000000001
-73.968990000000005,40.785905
-73.982280000000003,40.778637000000003
-73.875798000000003,40.771402999999999
-73.781966999999995,40.644823000000002
-73.957673,40.765312999999999
-73.989748000000006,40.757207000000001
-73.955815000000001,40.781931999999998
-73.982305999999994,40.778968999999996
-73.987537000000003,40.756067000000002
-73.997832000000002,40.761316999999998
-74.016801999999998,40.709980000000002
-73.971822000000003,40.746046999999997
-73.992295999999996,40.749198
-73.959726000000003,40.766483999999998
-73.951747999999995,40.769607000000001
-73.962850000000003,40.794356999999998
-73.969207999999995,40.757916999999999
-73.970692999999997,40.759129999999999
-73.977459999999994,40.746467000000003
-73.982377999999997,40.741197999999997
-73.978971999999999,40.777315000000002
-73.948515,40.782395000000001
-73.974862000000002,40.741930000000004
-73.952865000000003,40.783067000000003
-74.008758,40.714787999999999
-73.982552999999996,40.731301999999999
-74.015645000000006,40.705587999999999
-73.989783000000003,40.738905000000003
-73.967954000000006,40.760351
-73.950320000000005,40.785702000000001
-73.990797000000001,40.693004999999999
-73.978819999999999,40.787948
28.060312,488.11129299999999
-73.994777999999997,40.760669999999998
0,0
-73.989847999999995,40.773589999999999
-73.962451999999999,40.765554999999999
